timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2022-05-27T00:00:00Z,0.59936607,0.61023847,0.56549042,0.57569035,904335710.17,0.59895757,0.60927022,0.56515648,0.57532447,359932720.54,1254569,359932720,13985584,396283582,132879252
2022-05-26T00:00:00Z,0.64666804,0.65863421,0.57795704,0.59985895,958492071.64,0.64609493,0.65738176,0.57738591,0.59936460,383007565.09,1609349,383007565,16485382,403724740,153665034
2022-05-25T00:00:00Z,0.66452676,0.67567110,0.62971528,0.64897487,625215257.07,0.66435617,0.67494022,0.62880056,0.64846272,244611397.81,986824,244611397,10259570,277116804,92240659
2022-05-24T00:00:00Z,0.64344674,0.66943154,0.61442530,0.66417882,738122998.13,0.64310267,0.66925140,0.61497759,0.66411363,276076535.00,2356831,276076534,10967664,313953216,134768750
2022-05-23T00:00:00Z,0.67841660,0.69848813,0.63695851,0.64270228,682831127.82,0.67783230,0.69718988,0.63696376,0.64249428,266619095.58,5781445,266619095,11045988,280886581,118498016
2022-05-22T00:00:00Z,0.65286517,0.68590718,0.64547832,0.67942694,554054751.17,0.65227173,0.68499647,0.64559637,0.67878259,193382642.67,886621,193382642,7363637,279203262,73218586
2022-05-21T00:00:00Z,0.63817981,0.66453789,0.62647057,0.65363345,547464270.48,0.63700661,0.66307836,0.62563266,0.65253534,184613603.61,2206403,184613603,7222040,302142028,51280193
2022-05-20T00:00:00Z,0.66104513,0.67874984,0.62024295,0.63647854,717931793.20,0.66059673,0.67711079,0.62005178,0.63599462,279993548.29,1093800,279993548,10200720,336799648,89844075
2022-05-19T00:00:00Z,0.62840994,0.67357659,0.60876805,0.65902684,918517909.86,0.62815384,0.67349953,0.61370300,0.65917516,347253639.85,1624415,347253639,11663870,385529233,172446750
2022-05-18T00:00:00Z,0.72784811,0.73520026,0.62607441,0.62925730,830241598.22,0.72757741,0.73320002,0.62584093,0.62881785,339695035.90,1461685,339695035,11413971,358729074,118941831
2022-05-17T00:00:00Z,0.67986924,0.73715208,0.67702090,0.72742580,919034274.70,0.67968434,0.73780030,0.67781487,0.72782234,376270798.37,287087,376270798,13579415,353483967,175413005
2022-05-16T00:00:00Z,0.74335075,28515.75691670,0.66044571,0.67838372,875886852.13,0.74392548,39163.47014770,0.66049580,0.67853877,353471144.70,205607,353471144,14228488,382614779,125366831
2022-05-15T00:00:00Z,0.68839163,0.74590712,0.66235152,0.74455292,831941340.85,0.68838562,0.74619308,0.66352153,0.74474791,323433685.47,252713,323433685,13933252,398670896,95650792
2022-05-14T00:00:00Z,0.66992656,0.71549008,0.62155393,0.68807242,979058886.79,0.66941593,0.71552569,0.62244772,0.68815025,376794005.23,292115,376794005,12743115,433716810,155512839
2022-05-13T00:00:00Z,0.60410142,0.75123260,0.59390321,0.66969690,1248083861.36,0.60327872,0.75033188,0.59379674,0.66903280,649583427.74,463185,649583427,22555882,424549500,150931865
2022-05-12T00:00:00Z,0.68198430,0.72201024,0.50268118,0.60730831,1779135444.34,0.68001921,0.71939707,0.50035122,0.60607594,891176410.59,661426,891176410,45086839,557567330,284643437
2022-05-11T00:00:00Z,0.89277268,0.90765307,0.60537062,0.67704420,2430652062.19,0.89204945,0.90465579,0.60673023,0.67604587,1248121987.98,916550,1248121987,76392005,695940692,409280826
2022-05-10T00:00:00Z,0.81375395,56471.16570679,0.79736475,0.89245859,2055055266.29,0.81238512,75559.85352624,0.79785300,0.89238971,1103915479.75,734648,1103915479,73635036,616613227,260156872
2022-05-09T00:00:00Z,0.97845764,0.98349012,0.78865264,0.81411661,1328041616.52,0.97789508,0.97969991,0.78859680,0.81281143,686562267.40,446140,686562267,45631784,404194337,191207086
2022-05-08T00:00:00Z,1.02227937,1.02851032,0.96359917,0.97950284,722562020.50,1.02185309,1.02647043,0.96307474,0.97893427,352548467.30,238413,352548467,23882381,278652669,67240088
2022-05-07T00:00:00Z,1.04695906,1.06878869,0.99766026,1.02322536,769168705.79,1.04637279,1.06760157,0.99750487,1.02276362,380623839.62,334277,380623839,20017166,290417085,77776336
2022-05-06T00:00:00Z,1.06738257,1.08019294,1.01670759,1.04693764,919441265.84,1.06685059,1.07962722,1.01664193,1.04663712,445667155.64,456386,445667155,25591728,325136629,122589365
2022-05-05T00:00:00Z,1.17462481,1.18543039,1.03557635,1.06972013,968107543.33,1.17422146,1.18150390,1.03431478,1.06880541,468405251.90,781364,468405251,28720248,346812365,123388312
2022-05-04T00:00:00Z,1.08011243,1.17849275,1.07413733,1.17089491,961481814.90,1.07951455,1.18090228,1.07591637,1.17111451,454854711.69,91654,454854711,31315144,352847896,122372408
2022-05-03T00:00:00Z,1.07961371,1.11490999,1.05408527,1.07654727,687833833.96,1.07936326,1.11351383,1.05364578,1.07633074,331847835.41,26281,331847835,22382737,246255175,87321803
2022-05-02T00:00:00Z,1.10251544,1.12484441,1.04248848,1.08104962,896642069.72,1.10223420,1.12430941,1.04257847,1.08066296,462226134.23,39608,462226134,29256541,292589676,112530108
2022-05-01T00:00:00Z,1.03826073,1.13006716,1.02223805,1.10362162,1037688233.41,1.03763062,1.13085680,1.02298504,1.10344184,527991675.77,209972,527991675,26635944,337232826,145617813
2022-04-30T00:00:00Z,1.14502191,1.16720328,1.00121567,1.03919293,742552492.89,1.14412773,1.16521944,1.01617189,1.03740156,384134460.25,99740,384134460,16770190,271931074,69617027
2022-04-29T00:00:00Z,1.24030316,1.24488882,1.13022223,1.14313714,797261653.54,1.23997762,1.24346894,1.13011562,1.14285593,395196192.16,216490,395196192,19200481,285531276,97117212
2022-04-28T00:00:00Z,1.25977276,1.28374432,1.22948235,1.24134082,635812769.24,1.25933424,1.28357056,1.22856235,1.24088204,293863110.32,65382,293863110,13064644,254596317,74223314
2022-04-27T00:00:00Z,1.24675475,1.29601122,1.24036566,1.26121187,662765548.83,1.24638669,1.29570874,1.24013037,1.26087955,292091190.59,87390,292091190,15680944,260968449,93937573
2022-04-26T00:00:00Z,1.35463380,1.36209699,1.23086491,1.25095596,737317022.38,1.35442917,1.35905287,1.22981968,1.24964367,348669381.70,56373,348669381,17266910,280479462,90844893
2022-04-25T00:00:00Z,1.34717572,1.36569629,1.27550876,1.36021807,906321026.94,1.34714582,1.36524265,1.27567858,1.35909569,438702680.77,206890,438702680,24682033,326488892,116240528
2022-04-24T00:00:00Z,1.36733097,1.37789418,1.33574528,1.34732929,527117645.22,1.36650794,1.37684438,1.33479737,1.34653644,217535274.48,29098,217535274,11760530,209635623,88157118
2022-04-23T00:00:00Z,1.40094515,1.41507718,1.34830096,1.36745608,690985719.03,1.40049725,1.41370314,1.34790939,1.36621308,318647080.79,45525,318647080,14651584,254785412,102856116
2022-04-22T00:00:00Z,1.38096892,1.51075937,1.37668868,1.40492798,1612223343.36,1.38014849,1.50840991,1.37522158,1.40407877,889937311.39,318269,889937311,34234641,516030909,171702211
2022-04-21T00:00:00Z,1.41961039,1.46595388,1.36328558,1.38168576,825156806.67,1.41903002,1.46391184,1.36306756,1.38098434,370743917.39,144516,370743917,19122000,312947385,122198986
2022-04-20T00:00:00Z,1.42892056,1.46573183,1.39800668,1.41835695,806720200.51,1.42883937,1.46513495,1.39781212,1.41806354,374769135.67,44164,374769135,17940163,294288765,119677971
2022-04-19T00:00:00Z,1.42184424,1.45282140,1.39673481,1.43001346,742303480.63,1.42141775,1.45259030,1.39709812,1.42988327,367284781.15,58675,367284781,16238091,282971597,75750335
2022-04-18T00:00:00Z,1.34135544,1.43882318,1.30295606,1.42245573,913331201.75,1.33999523,1.44127364,1.30397024,1.42173915,471580484.95,224090,471580484,21071087,319605210,100850328
2022-04-17T00:00:00Z,1.39356140,1.39356140,1.33779990,1.34308679,408283679.97,1.39285403,1.39285403,1.33680407,1.34163385,179688971.24,36914,179688971,7173747,175204626,46179420
2022-04-16T00:00:00Z,1.40270084,1.40891390,1.37118863,1.39396454,377549573.44,1.40192714,1.40780183,1.37061932,1.39336786,162686840.48,10401,162686840,7090423,164095304,43666602
2022-04-15T00:00:00Z,1.37756818,1.40902146,1.36773408,1.40122006,449413577.17,1.37702633,1.41141036,1.36528092,1.40088839,218160477.23,77884,218160477,9117336,174519936,47537942
2022-04-14T00:00:00Z,1.42277597,1.44568782,1.35774764,1.37861631,719920772.71,1.42206758,1.44353460,1.35704742,1.37779547,337482803.69,23701,337482803,15219429,282855068,84339768
2022-04-13T00:00:00Z,1.39651018,1.44148609,1.37099718,1.42105645,765425262.10,1.39579896,1.44173350,1.37139662,1.42051677,393708758.68,55459,393708758,16330083,265483326,89847634
2022-04-12T00:00:00Z,1.33797125,1.48904810,1.33038264,1.39625881,1024899672.60,1.33697896,1.49219221,1.32957724,1.39558423,574985694.54,46267,574985694,21740588,309246540,118880581
2022-04-11T00:00:00Z,1.42940370,1.43825914,1.31622544,1.33748276,787416304.99,1.42888892,1.43645005,1.31522632,1.33656234,437928100.49,51895,437928100,15367273,280063392,54005642
2022-04-10T00:00:00Z,1.46778257,1.49029383,1.42454719,1.43087463,390115579.53,1.46676217,1.48812187,1.42353891,1.42983250,191843308.29,75881,191843308,7045302,159840658,31310429
2022-04-09T00:00:00Z,1.44154586,1.47506697,1.43441228,1.46894371,460391659.15,1.43989748,1.47462197,1.43409705,1.46790728,217784934.21,41412,217784934,8197598,184609891,49757822
2022-04-08T00:00:00Z,1.51584449,1.52786386,1.42777304,1.43899055,688693488.69,1.51526392,1.52622278,1.42718735,1.43771869,349609790.98,126388,349609790,13110104,228116777,97730427
2022-04-07T00:00:00Z,1.46211292,1.52441917,1.44433896,1.51622827,787000995.68,1.46187570,1.52333500,1.44424843,1.51555126,420897997.82,61953,420897997,13914882,237846302,114279859
2022-04-06T00:00:00Z,1.59652027,1.59652027,1.45832242,1.46288737,1074394798.63,1.59575005,1.59575005,1.45771087,1.46176394,572264202.27,129768,572264202,20281422,342156537,139562869
2022-04-05T00:00:00Z,1.65139101,1.67783683,1.59262565,1.59835997,671452672.61,1.65081433,1.67635158,1.59218675,1.59763896,355279772.10,24499,355279772,12961730,234380781,68805888
2022-04-04T00:00:00Z,1.69045668,1.69875772,1.61322010,1.65153795,762885995.60,1.69084086,1.70066923,1.61366739,1.65102204,422960553.39,65948,422960553,15091355,276431651,48336487
2022-04-03T00:00:00Z,1.65937507,1.71651243,1.64012729,1.69219964,698278923.36,1.65793524,1.71601246,1.64029841,1.69207735,389406923.22,56078,389406923,9900485,243115271,55800165
2022-04-02T00:00:00Z,1.69940488,1.73286109,1.65152657,1.65886163,863334163.29,1.69899299,1.73280237,1.65116727,1.65731225,495617300.50,91969,495617300,18178650,293243486,56202756
2022-04-01T00:00:00Z,1.62333087,1.71730044,1.57242366,1.69880556,1047642964.28,1.62198987,1.71778073,1.57389166,1.69894569,595090956.81,350383,595090956,24191834,366559962,61449827
2022-03-31T00:00:00Z,1.68733689,1.75192933,1.61087219,1.62528354,1089310495.94,1.68702149,1.75161171,1.60952688,1.62374804,618383153.72,52307,618383153,24296779,379193248,67385006
2022-03-30T00:00:00Z,1.67979236,1.72906338,1.63387899,1.68607415,999715282.12,1.67872164,1.72883981,1.63220211,1.68509899,541630586.99,144333,541630586,17550900,325154978,115234483
2022-03-29T00:00:00Z,1.65951195,1.73318816,1.63349793,1.67204593,970201964.33,1.65919551,1.73288488,1.63501899,1.67296371,535757617.70,79237,535757617,17033573,351728716,65602819
2022-03-28T00:00:00Z,1.69602487,1.74509591,1.65374930,1.66059158,966139594.21,1.69702842,1.74544300,1.65414150,1.66012844,539220287.38,57580,539220287,20781632,330456396,75623696
2022-03-27T00:00:00Z,1.61644737,1.70185693,1.61275811,1.69678052,686875432.29,1.61640345,1.70312723,1.61559443,1.69801039,368170039.43,33382,368170039,17612211,256728067,44331731
2022-03-26T00:00:00Z,1.58528566,1.63885973,1.56989248,1.61829366,503605104.59,1.58459905,1.64631512,1.56679024,1.61772526,241293914.04,38482,241293914,9295095,221910070,31067541
2022-03-25T00:00:00Z,1.63326901,1.66558899,1.56797330,1.58274608,851847337.17,1.63408940,1.66576146,1.56780752,1.58278324,485958379.21,60264,485958379,16085500,305513690,44229502
2022-03-24T00:00:00Z,1.55921843,1.64287948,1.55121963,1.63153749,998665538.20,1.55818931,1.64365407,1.55193750,1.63228458,582137272.65,158500,582137272,17194081,353426031,45749651
2022-03-23T00:00:00Z,1.51049120,1.56192277,1.49711560,1.55755467,741017332.34,1.50957611,1.56127508,1.49744247,1.55687671,400966795.72,80330,400966795,10238077,288314784,41417343
2022-03-22T00:00:00Z,1.46747426,1.53492849,1.46188987,1.50820330,742899897.11,1.46689178,1.53485360,1.46197053,1.50773116,407227175.02,31329,407227175,10239735,278035411,47366246
2022-03-21T00:00:00Z,1.46246499,1.49218639,1.43519454,1.45914435,577793546.02,1.46176725,1.49171410,1.43407322,1.45822523,317657568.42,18958,317657568,8124566,217669079,34323373
2022-03-20T00:00:00Z,1.53125136,1.53810924,1.46450368,1.47148926,522564310.43,1.53130596,1.53645613,1.46375296,1.47032368,285358129.67,20096,285358129,7734562,199427384,30024137
2022-03-19T00:00:00Z,1.50123850,1.54633011,1.50074147,1.53155735,658748190.27,1.50010046,1.54413331,1.50010046,1.53131342,385050620.38,26578,385050620,11991018,233011005,28668967
2022-03-18T00:00:00Z,1.44930727,1.51320605,1.42499570,1.50031852,672978537.40,1.44918811,1.51294925,1.42548180,1.50013810,391488107.32,23832,391488107,13890735,237070245,30505616
2022-03-17T00:00:00Z,1.46965746,1.50096206,1.43834106,1.44918952,663772434.73,1.46973103,1.50108182,1.43825515,1.44873980,404203915.06,146015,404203915,11103191,212041600,36277712
2022-03-16T00:00:00Z,1.38036691,1.48143142,1.35716936,1.46389965,929756092.44,1.38046264,1.48590740,1.35814718,1.46446135,564670069.61,134325,564670069,19484152,292114649,53352895
2022-03-15T00:00:00Z,1.38000527,1.40816339,1.33281731,1.37761731,699163539.10,1.37999628,1.40824667,1.33354611,1.37740528,377877190.65,56244,377877190,11857573,269355532,40016998
2022-03-14T00:00:00Z,1.36191878,1.39736876,1.33080939,1.37672498,757832041.59,1.36207347,1.39935004,1.33154559,1.37710879,407134988.89,22937,407134988,12171358,308103706,30399051
2022-03-13T00:00:00Z,1.39978238,1.41936085,1.35554065,1.36356084,450154658.01,1.39931496,1.41784129,1.35509053,1.36297907,249674278.35,32682,249674278,7130131,168478213,24839352
2022-03-12T00:00:00Z,1.40548585,1.43412610,1.39346397,1.39745027,515662831.74,1.40453063,1.43314127,1.39242319,1.39649591,273462583.84,31292,273462583,7626643,199440478,35101834
2022-03-11T00:00:00Z,1.43561897,1.47295689,1.40420485,1.40609594,838155795.29,1.43535827,1.47229420,1.40339509,1.40540623,488426581.86,31584,488426581,14216755,290853509,44627364
2022-03-10T00:00:00Z,1.50043999,1.50666093,1.40191656,1.43718728,947927080.95,1.50090069,1.50568641,1.40167242,1.43703917,586668236.26,94303,586668236,16858901,306556382,37749257
2022-03-09T00:00:00Z,1.44790759,1.54163187,1.44266332,1.49900919,989170823.96,1.44687841,1.54299418,1.44422388,1.50035607,580471681.51,102093,580471681,18577208,342066928,47952911
2022-03-08T00:00:00Z,1.40839070,1.47092413,1.40098974,1.44293773,904243521.69,1.40790151,1.47103156,1.40178714,1.44314091,538957171.25,20584,538957171,19817619,307222487,38225659
2022-03-07T00:00:00Z,1.43989461,1.50947607,1.38780223,1.42882201,1027428440.72,1.43904062,1.50654746,1.38646510,1.42670177,649442026.95,66203,649442026,20268147,310696575,46955486
2022-03-06T00:00:00Z,1.50251430,1.51375871,1.42997187,1.43469131,585584705.45,1.50295102,1.51258409,1.42983818,1.43392698,353438522.50,25911,353438522,11042475,193681350,27396445
2022-03-05T00:00:00Z,1.46620258,1.50147241,1.43695888,1.49378345,594434597.76,1.46714551,1.50254320,1.43851626,1.49508179,359234553.46,23066,359234553,12397461,193783124,28996392
2022-03-04T00:00:00Z,1.58571708,1.58781681,1.45898330,1.48426975,990849852.80,1.58620977,1.58620977,1.45783978,1.48349517,605050680.80,35734,605050680,19984881,312234922,53543633
2022-03-03T00:00:00Z,1.63748939,1.65486226,1.55223883,1.59271997,949537720.28,1.63714472,1.65357321,1.55173700,1.59253214,596702792.70,43964,596702792,20984227,292624207,39182527
2022-03-02T00:00:00Z,1.61849720,1.69590471,1.58154004,1.63571427,1359280263.41,1.61860829,1.69528323,1.58172508,1.63556627,837327203.51,85178,837327203,35527647,416584510,69755724
2022-03-01T00:00:00Z,1.60998426,1.66444750,1.55861580,1.62164075,1392845080.98,1.60934164,1.66414845,1.55864752,1.62159960,864389836.78,55977,864389836,36712146,438732374,52954745
